0,failure,largely,lack,impact,extent,extreme,resulting,ongoing,potentially,frustration,delays,causes,occurred,therefore,apparent,failing,evidence,identity,errors,possibility,nature,reflection,resulted,annoyance,aspect,caused,thus,utter,unfortunate,merely,effect,conditions,growth,associated,result,suffered,constant,ultimately,entirely,potential,subject,loss,due,obvious,popularity,seemingly,experiencing,successfully,appearance,greatly,fear,severely,suspect,enjoyment,confusion,deeply,circumstances,execution,reality,perspective,miscommunication,incident,spite,sheer,purely,definition,chaos,whatsoever,mental,lead,utterly,element,proved,simply,clearly,preparation,perhaps,negative,disaster,unknown,encounter,completely,difficulty,excitement,major,dramatic,feelings,partly,method,previous,immediate,fail,nightmare,criticism,pains,todays,such,decline,desire,rating,transition,mis,complete,tremendously,despite,indication,flow,solely,volume,serious,demand,proper,painfully,lengthy,zero,factor,minor,slightest,mass,altogether,imagination,fairness,amateur,positive,somehow,significant,disappointment,present,hence,indeed,avoided,virtually,sense,speed,barrier,level,lasting,latter,ordeal,expectation,benefit,thoughts,being,previously,purpose,headache,sort,impression,exception,turnover,particular,star,void,part,impressions,immensely,period,aside,sorely,assembly,disclosure,intention,possibly,throughout,understatement,noting,absolutely,ups,grace,deserved,pitch,firstly,expectations,minds,as,self
1,beer,cocktails,beers,whiskey,vodka,lager,tequila,cider,gin,stella,cocktail,martinis,mojito,draft,pints,pitchers,guinness,sangria,pint,drink,pitcher,martini,mojitos,margarita,alcohol,rum,whisky,wine,mimosa,ipa,margaritas,pbr,mule,chardonnay,booze,soju,brews,drafts,pours,drinks,ale,tap,tonic,liquor,scotch,moscow,wines,bourbon,bottles,ales,sprite,brew,bottle,ipas,stout,cabernet,sake,lemonade,sodas,spirits,sapporo,alcoholic,mimosas,absolut,champagne,coke,shots,glass,drank,brandy,carafe,beverage,soda,pinot,mug,blanc,sparkling,taps,brewed,porter,drinking,beverages,sip,bud,domestic,manhattan,drinkers,bottled,oj,sips,goose,drinker,pina,craft,pour,sipping,cola,bier,glasses,chilled,belgian,brewery,float,noir,ounce,tastings,lite,pepsi,bloody,cigar,kool,bottomless,marys,brewing,mason,mary,shot,hookah,punch,byob,virgin,rounds,coca,squeezed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,performances,singers,musicians,musical,performers,acts,actors,performance,bands,singer,songs,band,dancers,beatles,djs,comedy,dj,singing,stage,performing,music,tunes,dancing,audience,song,britney,acrobatics,costumes,concerts,talent,dancer,edm,jazz,scenes,opera,characters,piano,films,plays,jackson,elvis,instruments,show,production,guitar,concert,shows,entertainment,dance,karaoke,venue,blues,dances,entertaining,mic,artists,sinatra,videos,broadway,prince,tricks,punk,film,genre,perform,sing,spinning,speakers,scene,jukebox,theatre,indie,cher,rap,cirque,stripper,danced,sound,soleil,effects,interactive,gay,drum,cast,acoustics,magic,mob,background,ka,hop,props,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,informed,confirmed,advised,notified,told,claimed,stated,indicated,explained,admitted,questioned,inform,informing,insisted,spoke,said,assured,discussed,reported,denied,responded,argued,contacted,expressed,asked,requested,blamed,complained,instructed,inquired,agreed,reassured,showed,promised,communicated,corrected,sent,talked,demanded,notify,lied,mentioned,replied,refused,believed,addressed,pointed,honored,texted,telling,repeated,understood,suggested,directed,offered,assumed,accepted,ensured,recognized,wrote,claiming,clarify,knew,gave,assisted,accused,inquire,specified,according,threatened,answered,noted,requesting,received,spoken,referred,shown,commented,declined,discussing,handled,unaware,assigned,furthermore,described,trusted,unavailable,referring,adjusted,given,specifically,recommended,accommodated,mentioning,guessed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,yeah,yea,wtf,fucking,fuck,lol,hahaha,uh,hey,um,ummm,umm,ya,huh,bitch,friggin,ugh,yup,haha,smh,hell,yep,oh,freakin,yall,shit,cuz,cmon,stupid,dumb,aint,freaking,damn,hmmm,gonna,whoa,duh,idk,bout,bullshit,hmm,ass,wanna,mean,dick,dude,heck,yes,wth,asshole,kidding,sorry,sir,outta,dang,hella,ah,nope,bro,lame,dunno,suck,wheres,ing,em,oops,yikes,crap,idiot,sucks,thats,slap,kinda,ur,joke,pretend,btw,sh,coz,sorta,seriously,swear,ps,ha,insert,lets,douche,gosh,u,mad,silly,ck,yo,boo,crazy,wow,digress,bust,sigh,god,bye,bam,lil,freak,sounds,spell,mans,blah,chick,darn,heres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,outdoors,patio,indoors,outdoor,shaded,weather,misters,terrace,heaters,umbrellas,courtyard,shade,outside,balcony,patios,deck,fireplace,porch,rooftop,waterfall,summer,sun,chilly,winter,terrasse,enclosed,indoor,sidewalk,sunny,sunshine,rain,summers,pool,degrees,tent,overlooking,windy,fountains,umbrella,temps,views,cooler,freezing,windows,poolside,raining,view,breeze,picnic,scenery,wind,pits,lounging,warmer,cabanas,lawn,lights,degree,rainy,pools,skyline,temperatures,lamps,heat,colder,fountain,conditioned,cabana,grills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,icecream,hazelnut,oreo,marshmallow,chocolate,vanilla,mocha,cocoa,nutella,caramel,butterscotch,custard,milkshake,gelato,fudge,matcha,sundae,brownie,carmel,cappuccino,latte,smores,cone,oreos,sugar,marshmallows,churro,cookie,milk,sugary,donut,sundaes,ice,sprinkles,slush,cupcake,lattes,espresso,froyo,leche,swirl,mochi,yogurt,milkshakes,cream,tapioca,shake,taro,smoothie,whip,frosting,buttercream,chai,shakes,coffee,americano,waffle,toffee,cones,tea,pb,boba,coffees,colada,condensed,cereal,coco,smoothies,graham,creams,decaf,iced,malt,icing,icy,scoops,acai,peanut,cotton,velvet,caffeine,dairy,popcorn,halo,fro,lava,lactose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,workouts,coaches,instructors,exercise,exercises,pilates,classes,trainers,instructor,crossfit,workout,teaching,instruction,yoga,teachers,poses,beginners,beginner,class,trainer,strength,teacher,sessions,barre,programs,encouraging,goals,learning,practice,fitness,techniques,cardio,advanced,lessons,training,program,motivated,challenges,gym,technique,stretching,movement,session,educational,flexibility,lifestyle,challenging,coach,studio,active,challenged,climbing,cycle,nutrition,benefits,weights,camp,taught,practical,ab,volunteer,weight,goal,energy,boxing,pole,trial,swim,core,moves,challenge,accomplished,joining,newbie,rehab,student,theory,limits,homework,lesson,outs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,carnitas,enchiladas,quesadilla,tostada,torta,burro,chimichanga,tacos,barbacoa,pollo,queso,tostadas,taquitos,tamales,quesadillas,fajitas,chilaquiles,pupusas,mole,enchilada,burrito,fundido,guac,tamale,fajita,arepa,empanadas,guacamole,taco,tortas,burritos,arepas,chorizo,empanada,lengua,carne,chiles,pico,chile,tortillas,baja,tortilla,crema,nachos,verde,asada,horchata,huevos,salsa,refried,menudo,diablo,plantains,gallo,relleno,rancheros,poblano,salsas,plantain,pastor,el,nacho,cantina,avocados,skillet,fresco,muy,sol,dos,fiesta,barrio,sonoran,tres,loco,bueno,casa,con,grande,al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,donc,fait,aussi,peu,qui,assez,beaucoup,toujours,leur,mais,ils,ont,vraiment,vous,bien,peut,ou,tous,cette,deux,quand,dun,tout,cest,dans,avec,une,et,mes,comme,lendroit,jai,plats,nous,ce,endroit,moi,est,bonne,sont,les,jy,avons,tait,si,je,soir,choix,aux,pas,sur,que,le,pris,du,tr,des,tre,faire,chez,bon,il,en,de,maison,suis,pr,un,petit,ter,sans,te,au,beau,apr,belle,trop,ma,ne,qualit,res,vin,se,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,doctor,medication,surgery,vet,dr,doc,medications,meds,medical,physician,doctors,antibiotics,symptoms,clinic,procedure,nurse,drs,medicine,surgeon,prescribed,infection,specialist,tests,dental,diagnosis,vets,ultrasound,cancer,hospital,disease,exam,patients,dentist,procedures,er,treatment,chiropractor,chiropractic,cat,ob,prescription,pregnancy,cats,birth,healthcare,recovery,treatments,pain,testing,urgent,anxiety,therapy,prescriptions,healing,nurses,puppy,physical,lab,iv,results,wellness,dentists,pets,emergency,braces,referral,pup,rays,chronic,diagnosed,severe,injury,teeth,script,vision,nursing,discomfort,health,contacts,daycare,hygienist,dentistry,suffering,child,blood,pups,routine,pet,relief,adopted,animal,adjustment,cosmetic,ray,animals,tested,wisdom,dog,test,tooth,kitty,fur,rescue,reaction,babies,primary,dogs,bedside,cough,op,allergy,childs,med,doggie,doggy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,install,installation,repair,installer,installed,installing,installers,repairs,contractor,repaired,plumber,estimate,plumbing,quote,hvac,technician,flooring,replacing,fixed,contractors,fixing,inspected,project,estimates,tile,units,warranty,appliance,replacement,tech,maintenance,inspection,replace,appliances,manufacturer,inspect,damage,carpets,carpet,cabinets,blinds,solar,bid,measurements,landscaping,existing,replaced,completed,movers,workmanship,quotes,locks,locksmith,frame,garage,quoted,diagnose,cleaning,fix,technicians,projects,labor,apartment,solution,condo,condition,pest,granite,rug,cleaners,alterations,performed,opener,mattress,redo,work,lenses,issues,storage,problems,removal,hired,lens,problem,issue,measured,re,apt,temporary,solved,measure,sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,carrots,mushrooms,diced,sauteed,cabbage,shredded,onions,grilled,sliced,spinach,chopped,chicken,topped,tomato,marinated,broccoli,vegetables,veggies,beef,fried,vegetable,pickled,shrimp,avocado,cheese,roasted,potatoes,sausage,pork,tomatoes,mixture,steamed,eggplant,rice,minced,corn,zucchini,bits,greens,chunks,peppers,ham,smothered,onion,potato,bacon,caramelized,braised,egg,layered,tofu,lettuce,peas,cheddar,cubes,atop,slices,beans,strips,toasted,boiled,breast,green,pieces,veggie,carrot,brown,meat,breaded,tossed,stew,white,soup,bean,yum,served,accompanied,stuffed,consisted,mixed,wrapped,thinly,flour,contained,layer,bok,pea,buttered,loaded,yellow,pan,baked,battered,sprouts,lump,combo,balls,eggs,red,scrambled,wrap,shaved,black,mix,w,roast,wheat,piled,side,curd,added,grain,barley,leaf,deep,shoots,which,string,with,ed,root,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,weekday,thursday,friday,pm,sunday,saturday,weekdays,wednesday,monday,weekends,saturdays,noon,tuesday,sundays,weeknight,evenings,fridays,midnight,lunchtime,thurs,early,fri,thursdays,late,mondays,night,lunch,afternoon,wednesdays,oclock,mornings,evening,hopping,daytime,nights,dinner,tuesdays,morning,busy,nite,brunch,busier,during,peak,closes,hour,rush,hours,packed,til,ish,p,crowds,hh,busiest,mon,open,nightly,reservations,lineup,closed,supper,breakfast,lunches,mid,everyday,slower,steady,waits,rotation,quick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,upset,disgusted,disappointed,embarrassed,unimpressed,impressed,thrilled,shocked,dissapointed,nervous,bummed,hesitant,apprehensive,anxious,skeptical,dissatisfied,frustrated,scared,pleased,underwhelmed,relieved,stunned,terrified,appalled,reluctant,irritated,worried,unhappy,jealous,excited,ecstatic,stoked,annoyed,confused,wary,pissed,amazed,furious,surprised,offended,curious,concerned,picky,thankful,suspicious,unsatisfied,convinced,satisfied,afraid,grossed,sad,unsure,stressed,critical,delighted,hopeful,glad,biased,grateful,intimidated,cautious,weary,overwhelmed,intrigued,mistaken,spoiled,wowed,exaggerating,sensitive,exhausted,hungry,indecisive,harsh,allergic,hated,bored,starving,happy,sick,pregnant,blown,guessing,tired,keen,shy,shock,intolerant,interested,expecting,partial,liked,happier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,comparable,higher,similar,comparison,compared,cheaper,lesser,superior,significantly,lower,comparing,pricier,better,imo,fancier,standard,imho,equal,quality,tastier,considerably,terms,premium,relative,equivalent,versus,par,whereas,fresher,greater,compare,competitive,competition,lowest,nicer,caliber,lacks,fraction,pricing,wider,reflects,identical,cheapest,prices,similarly,reflected,less,highest,category,scale,standards,vs,norm,accustomed,than,unlike,increased,considered,nowadays,prefer,rank,more,noticeably,lowered,opinion,rated,below,friendlier,tier,same,opposed,deserving,preferred,differences,usual,general,grade,michelin,far,based,spectrum,raised,rather,regular,original,unheard,difference,above,used,sums,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,went,passed,got,jumped,popped,walked,saw,discovered,came,ran,stopped,landed,picked,wandered,turned,realized,dropped,drove,reached,grabbed,ventured,had,stepped,spotted,brought,found,flew,checked,noticed,started,settled,headed,entered,joined,switched,moved,dragged,stumbled,left,remembered,threw,visited,ate,caught,slipped,met,began,dug,decided,died,opened,bought,held,stayed,yelped,introduced,rode,fell,looked,kicked,killed,knocked,followed,snapped,woke,hung,cried,was,became,tried,pulled,led,purchased,happened,ended,carried,rolled,skipped,searched,rented,struck,blew,regretted,saved,worked,figured,dined,heard,drew,lucked,slept,scored,sold,driven,gone,thought,missed,bookmarked,chose,realizing,spent,gotten,my,stole,were,wound,won,drawn,wondered,lost,felt,opted,made,changed,reminded,wished,seen,sounded,redeemed,imagined,pleasantly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,scallops,halibut,fillet,swordfish,tenderloin,entree,trout,risotto,ribeye,filet,sirloin,venison,escargot,mains,lamb,steak,entrees,lobster,prawns,mussels,appetizer,trio,tilapia,seared,broiled,calamari,loin,wagyu,crusted,blackened,chilean,frites,chimichurri,porterhouse,mignon,platter,bison,starter,skewers,dish,shank,steaks,chops,duck,rib,alaskan,peppercorn,starters,flank,skewer,appetizers,clams,paella,kobe,ribs,seafood,mahi,mash,bass,gratin,entre,hanger,chop,boar,crab,wellington,jumbo,sampler,oz,rabbit,mashed,saut,entr,foie,ordered,apps,sea,bisque,cheek,creamed,bone,courses,hen,shared,haddock,clam,maine,portion,surf,fois,casserole,tail,gumbo,angus,plated,split,medium,turf,course,chowder,substituted,meal,sp,duo,dinners,crabs,portioned,tails,shepherds,crawfish,fixe,sole,perch,main,claws,rare,cornish,fed,ala,prime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,aria,mirage,venetian,ballys,cosmopolitan,luxor,hotel,palazzo,wynn,vdara,encore,palms,cosmo,mgm,sls,excalibur,ti,harrahs,stratosphere,bellagio,casino,linq,westin,flamingo,paris,trump,ph,rio,hilton,caesars,resort,westgate,mandalay,staying,tropicana,strip,marquee,marriott,towers,suites,hyatt,nightclub,vegas,ritz,palace,motel,gambling,hollywood,circus,hakkasan,tryst,xs,nobu,carlo,stay,tower,convention,gamble,nugget,fremont,pyramid,nightlife,forum,bouchon,bacchanal,club,spa,luxury,inn,concierge,lux,buffet,seasons,tao,clubbing,accommodations,imperial,queens,timeshare,partying,chapel,planet,grand,eiffel,monte,centrally,gabi,ami,wicked,royalty,miracle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,mmmmm,mmmm,deliciousness,tummy,coma,devour,mmm,tastebuds,overload,heaven,glorious,drool,heavenly,stomach,hunger,awesomeness,bliss,indulge,carbs,happiness,drooling,omg,savor,goodness,consume,tongue,senses,laden,consumed,burst,addiction,hangover,licking,explosion,beast,addictive,unhealthy,buds,devoured,stomachs,addicting,consuming,guilt,calories,lick,mouth,soooo,nom,belly,cravings,fat,carb,hungover,bite,sodium,stuffing,pure,attack,holy,cow,sooo,calorie,tipsy,guilty,dreams,munch,munchies,bites,gods,cure,joy,anticipation,pig,content,eating,appetite,soo,sooooo,faint,gut,lord,melt,mighty,feast,nap,buzzed,melts,intake,resist,swallow,ache,sober,mouths,tempting,soooooo,dose,drunken,buzz,hearts,brave,thirsty,curiosity,diet,pigs,watering,licked,snack,wee,bombs,wishing,snap,insanely,flaming,pun,ending,mode,camper,cane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,walmart,target,store,safeway,smiths,albertsons,goodwill,stores,macys,costco,lowes,frys,sephora,walgreens,michaels,cvs,retail,tj,sears,shoppers,hardware,ross,depot,shopper,supermarket,nordstrom,grocery,groceries,thrift,clearance,sale,ikea,outlet,petsmart,amazon,eagle,mart,buy,shopping,stock,shopped,shop,purchases,produce,abc,pharmacy,bulk,wal,teeter,warehouse,competitor,hobby,buys,bookstore,trader,buying,purchase,brand,ge,convenience,ace,sams,winners,supply,deals,drug,purchasing,selling,vape,davids,thrifty,pawn,butcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,kebab,kebabs,kabobs,kabob,biryani,tandoori,korma,tikka,shwarma,paneer,shawarma,falafel,basmati,samosas,vindaloo,masala,baba,saag,samosa,roti,naan,shish,hummus,lentil,lentils,couscous,curried,curries,gyro,souvlaki,tahini,gyros,tzatziki,pita,pitas,dosa,curry,veg,saffron,cashew,rotisserie,lassi,jerk,pasty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,gigantic,large,small,massive,ginormous,humongous,enormous,huge,sized,tiny,giant,oversized,larger,smaller,big,size,bigger,smallest,miniature,mini,hefty,heaping,largest,generous,divided,sizes,ample,teeny,petite,individual,separated,shaped,full,sharing,mega,separate,tall,biggest,splitting,doubles,easily,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,mediterranean,lebanese,ethnic,mexican,indian,filipino,italian,persian,ethiopian,peruvian,caribbean,greek,authentic,asian,vietnamese,latin,jamaican,cuisine,cuban,japanese,moroccan,portuguese,foodie,kosher,turkish,vegetarian,german,vegan,southwestern,americanized,eastern,jewish,creole,foodies,hawaiian,halal,vegetarians,india,spanish,vegans,soul,mex,tapas,russian,carnivore,adventurous,healthy,familiar,french,eaters,eats,tex,healthier,eater,african,deli,gluten,food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
